session,species,size_bin,SVC_prey_abundance,prey_abundance,size_bin_lengths
200,goldspot goby,1,0,2,3.634207
200,gray angelfish,3,0,1,12.9106
200,gray angelfish,4,0,2,17.94324
200,hogfish,4,0,2,17.94324
200,hogfish,5,0,1,24.92811
200,neon goby,1,0,22,3.634207
200,red grouper,6,0,1,47.85287
200,rosy blenny,2,0,1,7.528017
200,sharpnose puffer,2,0,1,7.528017
200,slippery dick,2,0,1,7.528017
200,stoplight parrotfish,1,0,3,3.634207
200,striped parrotfish,4,0,1,17.94324
200,threespot damselfish,1,0,1,3.634207
200,white grunt,2,0,5,7.528017
200,white grunt,4,0,38,17.94324
200,white grunt,5,0,27,24.92811
201,reef butterflyfish,2,2,2,7.528017
201,clown wrasse,2,2,0,7.528017
201,blue tang,3,2,2,12.9106
201,harlequin bass,2,2,1,7.528017
201,foureye butterflyfish,2,2,4,7.528017
201,blue chromis,2,3,5,7.528017
201,bluelip parrotfish,1,3,0,3.634207
201,masked goby,1,4,91,3.634207
201,striped parrotfish,1,1,0,3.634207
201,greenblotch parrotfish,1,4,7,3.634207
201,bluehead wrasse,1,5,21,3.634207
201,bicolor damselfish,1,19.5,25,3.634207
201,yellowhead wrasse,1,1.75,8,3.634207
201,ocean surgeonfish,3,6,3,12.9106
201,redband parrotfish,1,1.5,7,3.634207
201,mackerel scad,3,1,0,12.9106
201,creole wrasse,2,3.75,16,7.528017
201,mackerel scad,4,29,0,17.94324
201,pallid goby,1,1,2,3.634207
201,sharpnose puffer,2,1,2,7.528017
201,porkfish,5,1,1,24.92811
201,spotted goatfish,2,1,0,7.528017
201,stoplight parrotfish,2,1,0,7.528017
201,princess parrotfish,6,1,0,47.85287
201,graysby,3,1,0,12.9106
201,blue angelfish,5,1,0,24.92811
201,rock beauty,3,1,0,12.9106
201,butter hamlet,2,1,3,7.528017
201,french grunt,4,1,0,17.94324
201,redtail parrotfish,6,1,0,47.85287
201,scrawled filefish,6,1,0,47.85287
201,striped parrotfish,2,3,9,7.528017
201,bluehead wrasse,2,14,86,7.528017
201,yellowhead wrasse,2,5.25,20,7.528017
201,redband parrotfish,2,3,12,7.528017
201,bicolor damselfish,2,6.5,30,7.528017
201,redband parrotfish,3,0.5,3,12.9106
201,creole wrasse,3,1.25,3,12.9106
201,bluehead wrasse,3,1,4,12.9106
201,redband parrotfish,4,1,4,17.94324
201,beaugregory,2,0,2,7.528017
201,blue chromis,3,0,1,12.9106
201,blue tang,4,0,4,17.94324
201,bridled goby,1,0,13,3.634207
201,bridled goby,2,0,1,7.528017
201,brown chromis,2,0,1,7.528017
201,brown chromis,3,0,1,12.9106
201,coney,5,0,1,24.92811
201,creole wrasse,1,0,4,3.634207
201,french grunt,3,0,5,12.9106
201,goldentail moray,5,0,1,24.92811
201,goldentail moray,6,0,1,47.85287
201,goldspot goby,1,0,32,3.634207
201,goldspot goby,2,0,1,7.528017
201,graysby,4,0,1,17.94324
201,greenblotch parrotfish,2,0,4,7.528017
201,lantern bass,2,0,1,7.528017
201,ocean surgeonfish,4,0,10,17.94324
201,ocean surgeonfish,5,0,1,24.92811
201,pallid goby,2,0,2,7.528017
201,princess parrotfish,4,0,2,17.94324
201,red lizardfish,4,0,1,17.94324
201,redband parrotfish,5,0,4,24.92811
201,rock beauty,2,0,2,7.528017
201,roughhead blenny,1,0,20,3.634207
201,sharpnose puffer,1,0,4,3.634207
201,spanish hogfish,2,0,2,7.528017
201,stoplight parrotfish,6,0,1,47.85287
201,striped parrotfish,4,0,1,17.94324
201,sunshinefish,1,0,1,3.634207
201,white grunt,4,0,1,17.94324
201,white grunt,5,0,1,24.92811
201,yellowhead wrasse,3,0,5,12.9106
201,yellowhead wrasse,4,0,1,17.94324
202,striped parrotfish,1,1,0,3.634207
202,blue tang,3,2,2,12.9106
202,yellowhead wrasse,1,1,10,3.634207
202,princess parrotfish,4,1,0,17.94324
202,reef butterflyfish,2,1,1,7.528017
202,graysby,3,1,1,12.9106
202,banded butterflyfish,2,2,0,7.528017
202,stoplight parrotfish,6,2,0,47.85287
202,ocean surgeonfish,3,2,0,12.9106
202,spotfin butterflyfish,2,3,0,7.528017
202,bicolor damselfish,1,13.5,24,3.634207
202,blue chromis,2,7,6,7.528017
202,bluehead wrasse,1,1,26,3.634207
202,creole wrasse,2,15,1,7.528017
202,redband parrotfish,1,3.75,5,3.634207
202,bluehead wrasse,2,31,40,7.528017
202,white grunt,5,1,0,24.92811
202,harlequin bass,2,1,2,7.528017
202,french grunt,5,1,0,24.92811
202,scrawled filefish,6,1,2,47.85287
202,rock beauty,3,1,0,12.9106
202,greenblotch parrotfish,1,1,3,3.634207
202,gray angelfish,5,1,0,24.92811
202,clown wrasse,2,1,2,7.528017
202,spotted goatfish,2,1,0,7.528017
202,spanish hogfish,2,1,0,7.528017
202,sharpnose puffer,2,1,1,7.528017
202,foureye butterflyfish,2,1,6,7.528017
202,queen angelfish,5,1,0,24.92811
202,spotted trunkfish,2,1,0,7.528017
202,redtail parrotfish,6,1,0,47.85287
202,cero,6,1,0,47.85287
202,barred hamlet,3,1,1,12.9106
202,bicolor damselfish,2,4.5,23,7.528017
202,creole wrasse,3,5,3,12.9106
202,redband parrotfish,2,1.25,1,7.528017
202,striped parrotfish,2,1,1,7.528017
202,yellowhead wrasse,2,1,14,7.528017
202,princess parrotfish,5,1,0,24.92811
202,reef butterflyfish,3,1,0,12.9106
202,graysby,4,1,0,17.94324
202,ocean surgeonfish,4,1,2,17.94324
202,spotfin butterflyfish,3,1,0,12.9106
202,bluehead wrasse,3,1,4,12.9106
202,barred hamlet,2,0,1,7.528017
202,beaugregory,2,0,1,7.528017
202,blue chromis,3,0,1,12.9106
202,blue tang,4,0,2,17.94324
202,bluelip parrotfish,2,0,3,7.528017
202,bridled goby,1,0,9,3.634207
202,butter hamlet,2,0,1,7.528017
202,colon goby,1,0,5,3.634207
202,french angelfish,5,0,1,24.92811
202,goldspot goby,1,0,17,3.634207
202,greenblotch parrotfish,2,0,1,7.528017
202,lantern bass,1,0,1,3.634207
202,masked goby,1,0,39,3.634207
202,pallid goby,1,0,1,3.634207
202,pallid goby,2,0,2,7.528017
202,princess parrotfish,2,0,1,7.528017
202,redband parrotfish,3,0,2,12.9106
202,redband parrotfish,4,0,4,17.94324
202,redband parrotfish,5,0,1,24.92811
202,rock beauty,2,0,1,7.528017
202,roughhead blenny,1,0,16,3.634207
202,sharpnose puffer,1,0,7,3.634207
202,slippery dick,1,0,1,3.634207
202,stoplight parrotfish,2,0,1,7.528017
202,striped parrotfish,3,0,4,12.9106
202,yellowhead wrasse,3,0,10,12.9106
202,yellowhead wrasse,4,0,7,17.94324
203,blue tang,3,2,4,12.9106
203,doctorfish,3,2,2,12.9106
203,neon goby,1,2,21,3.634207
203,sergeant major,1,1,2,3.634207
203,bluehead wrasse,1,1,2,3.634207
203,stoplight parrotfish,1,1,6,3.634207
203,white grunt,2,1,43,7.528017
203,sailor's choice,4,1,12,17.94324
203,bluestriped grunt,4,1,128,17.94324
203,schoolmaster snapper,4,6,6,17.94324
203,striped parrotfish,1,8.25,21,3.634207
203,white grunt,3,10,60,12.9106
203,sailor's choice,5,15,28,24.92811
203,bluestriped grunt,5,49,29,24.92811
203,hogfish,4,1,0,17.94324
203,cero,6,1,0,47.85287
203,foureye butterflyfish,2,1,2,7.528017
203,yellow chub,4,1,0,17.94324
203,sergeant major,2,2,13,7.528017
203,bluehead wrasse,2,2,0,7.528017
203,stoplight parrotfish,2,2,3,7.528017
203,white grunt,4,22,98,17.94324
203,white grunt,5,11,45,24.92811
203,schoolmaster snapper,5,2,2,24.92811
203,striped parrotfish,2,1.75,8,7.528017
203,striped parrotfish,3,1,2,12.9106
203,beaugregory,2,0,1,7.528017
203,bicolor damselfish,1,0,2,3.634207
203,blue tang,2,0,1,7.528017
203,blue tang,4,0,3,17.94324
203,bluestriped grunt,2,0,24,7.528017
203,bluestriped grunt,3,0,19,12.9106
203,bridled goby,1,0,9,3.634207
203,butter hamlet,2,0,1,7.528017
203,doctorfish,4,0,2,17.94324
203,doctorfish,5,0,1,24.92811
203,dusky damselfish,1,0,1,3.634207
203,dusky damselfish,2,0,17,7.528017
203,french grunt,3,0,6,12.9106
203,glass blenny,1,0,1,3.634207
203,goldspot goby,1,0,1,3.634207
203,gray angelfish,6,0,1,47.85287
203,graysby,5,0,1,24.92811
203,midnight parrotfish,6,0,1,47.85287
203,porkfish,2,0,3,7.528017
203,porkfish,3,0,3,12.9106
203,porkfish,4,0,2,17.94324
203,porkfish,5,0,1,24.92811
203,puddingwife,2,0,1,7.528017
203,rosy blenny,1,0,2,3.634207
203,roughhead blenny,1,0,6,3.634207
203,seaweed blenny,1,0,2,3.634207
203,spotfin butterflyfish,2,0,2,7.528017
203,stoplight parrotfish,5,0,2,24.92811
203,yellow chub,5,0,3,24.92811
204,doctorfish,4,2,0,17.94324
204,yellowhead wrasse,1,1,16,3.634207
204,blue tang,2,1,2,7.528017
204,white grunt,5,1,3,24.92811
204,stoplight parrotfish,2,2,2,7.528017
204,masked goby,1,2,0,3.634207
204,cero,5,3,0,24.92811
204,blue parrotfish,6,3,0,47.85287
204,bucktooth parrotfish,2,4,2,7.528017
204,bluehead wrasse,1,12,45,3.634207
204,french grunt,2,51.75,36,7.528017
204,redband parrotfish,1,4.5,10,3.634207
204,striped parrotfish,1,4.5,7,3.634207
204,tomtate,2,19.5,18,7.528017
204,greenblotch parrotfish,1,1,9,3.634207
204,bicolor damselfish,1,113.85,145,3.634207
204,greenblotch parrotfish,2,7,8,7.528017
204,clown wrasse,1,1,4,3.634207
204,cocoa damselfish,2,1,0,7.528017
204,graysby,3,1,1,12.9106
204,sharpnose puffer,2,1,2,7.528017
204,ocean surgeonfish,2,1,1,7.528017
204,rainbow parrotfish,6,1,0,47.85287
204,yellowtail snapper,3,1,0,12.9106
204,harlequin bass,2,1,5,7.528017
204,slippery dick,2,1,9,7.528017
204,spanish hogfish,5,1,0,24.92811
204,gray angelfish,5,1,0,24.92811
204,hogfish,5,1,2,24.92811
204,scrawled filefish,6,1,1,47.85287
204,french angelfish,5,1,0,24.92811
204,rock beauty,2,1,0,7.528017
204,puddingwife,2,1,1,7.528017
204,slender filefish,1,1,1,3.634207
204,butter hamlet,2,1,1,7.528017
204,trumpetfish,5,1,0,24.92811
204,french grunt,3,17.25,18,12.9106
204,redband parrotfish,2,1.5,14,7.528017
204,striped parrotfish,2,0.5,7,7.528017
204,tomtate,3,6.5,0,12.9106
204,yellowhead wrasse,2,1,22,7.528017
204,blue tang,3,1,1,12.9106
204,white grunt,6,1,0,47.85287
204,bluehead wrasse,2,1,6,7.528017
204,striped parrotfish,3,1,0,12.9106
204,bicolor damselfish,2,1.15,56,7.528017
204,balloonfish,4,0,1,17.94324
204,beaugregory,2,0,5,7.528017
204,black grouper,6,0,2,47.85287
204,blue angelfish,5,0,2,24.92811
204,blue chromis,2,0,2,7.528017
204,blue dartfish,2,0,2,7.528017
204,blue parrotfish,5,0,1,24.92811
204,blue tang,4,0,3,17.94324
204,blue tang,5,0,2,24.92811
204,bluelip parrotfish,3,0,1,12.9106
204,bridled goby,1,0,5,3.634207
204,bridled goby,2,0,10,7.528017
204,brown chromis,1,0,2,3.634207
204,clown wrasse,2,0,11,7.528017
204,colon goby,1,0,3,3.634207
204,doctorfish,5,0,1,24.92811
204,foureye butterflyfish,2,0,2,7.528017
204,french grunt,1,0,1,3.634207
204,french grunt,4,0,2,17.94324
204,gag grouper,6,0,1,47.85287
204,graysby,4,0,1,17.94324
204,graysby,5,0,1,24.92811
204,harlequin bass,1,0,1,3.634207
204,nassau grouper,6,0,1,47.85287
204,neon goby,1,0,5,3.634207
204,ocean surgeonfish,3,0,3,12.9106
204,ocean surgeonfish,4,0,1,17.94324
204,ocean surgeonfish,5,0,4,24.92811
204,pallid goby,1,0,1,3.634207
204,pearly razorfish,2,0,1,7.528017
204,porkfish,5,0,1,24.92811
204,puddingwife,1,0,1,3.634207
204,puffcheek blenny,2,0,1,7.528017
204,red grouper,6,0,1,47.85287
204,red lizardfish,2,0,1,7.528017
204,redband parrotfish,3,0,1,12.9106
204,redband parrotfish,4,0,3,17.94324
204,sand diver,2,0,2,7.528017
204,slippery dick,3,0,1,12.9106
204,smooth trunkfish,2,0,1,7.528017
204,spanish hogfish,1,0,3,3.634207
204,spotfin butterflyfish,3,0,1,12.9106
204,spotted goatfish,2,0,2,7.528017
204,stoplight parrotfish,1,0,2,3.634207
204,white grunt,3,0,1,12.9106
204,yellowhead jawfish,2,0,2,7.528017
204,yellowhead wrasse,4,0,1,17.94324
205,foureye butterflyfish,2,2,2,7.528017
205,yellowhead wrasse,2,2,14,7.528017
205,clown wrasse,2,3,12,7.528017
205,slender filefish,1,3,1,3.634207
205,blue tang,3,3,0,12.9106
205,ocean surgeonfish,2,3,3,7.528017
205,french grunt,2,3,17,7.528017
205,striped parrotfish,1,3,7,3.634207
205,bicolor damselfish,1,65.25,102,3.634207
205,redband parrotfish,1,2.25,10,3.634207
205,greenblotch parrotfish,1,3.75,9,3.634207
205,bluehead wrasse,1,12,62,3.634207
205,tomtate,2,7.5,47,7.528017
205,stoplight parrotfish,1,1,3,3.634207
205,blue chromis,2,1,8,7.528017
205,harlequin bass,2,1,7,7.528017
205,yellowtail snapper,3,1,0,12.9106
205,cocoa damselfish,2,1,0,7.528017
205,graysby,2,1,0,7.528017
205,spanish hogfish,2,1,0,7.528017
205,slippery dick,1,1,2,3.634207
205,hogfish,5,1,0,24.92811
205,cero,5,1,0,24.92811
205,sharpnose puffer,2,1,1,7.528017
205,butter hamlet,2,1,0,7.528017
205,scrawled cowfish,5,1,0,24.92811
205,bucktooth parrotfish,2,1,11,7.528017
205,rainbow parrotfish,6,1,0,47.85287
205,scrawled filefish,6,1,0,47.85287
205,puddingwife,2,1,1,7.528017
205,black grouper,6,1,0,47.85287
205,gray angelfish,5,1,0,24.92811
205,redband parrotfish,2,5.75,19,7.528017
205,bicolor damselfish,2,21.75,42,7.528017
205,greenblotch parrotfish,2,1.25,6,7.528017
205,bluehead wrasse,2,3,19,7.528017
205,tomtate,3,2.5,0,12.9106
205,ocean surgeonfish,3,1,1,12.9106
205,french grunt,3,1,9,12.9106
205,striped parrotfish,2,1,4,7.528017
205,redband parrotfish,3,1,1,12.9106
205,bluehead wrasse,3,1,2,12.9106
205,banded butterflyfish,2,0,1,7.528017
205,beaugregory,1,0,1,3.634207
205,beaugregory,2,0,8,7.528017
205,blue tang,2,0,2,7.528017
205,blue tang,4,0,1,17.94324
205,bluelip parrotfish,2,0,9,7.528017
205,bridled goby,1,0,35,3.634207
205,bridled goby,2,0,10,7.528017
205,bucktooth parrotfish,1,0,1,3.634207
205,clown wrasse,1,0,6,3.634207
205,clown wrasse,3,0,1,12.9106
205,colon goby,1,0,2,3.634207
205,creole wrasse,2,0,3,7.528017
205,dusky damselfish,1,0,1,3.634207
205,french grunt,1,0,15,3.634207
205,goldspot goby,1,0,2,3.634207
205,graysby,3,0,1,12.9106
205,graysby,4,0,2,17.94324
205,graysby,5,0,1,24.92811
205,harlequin bass,1,0,2,3.634207
205,masked goby,1,0,13,3.634207
205,neon goby,1,0,3,3.634207
205,ocean surgeonfish,4,0,1,17.94324
205,queen angelfish,3,0,1,12.9106
205,redband parrotfish,4,0,5,17.94324
205,redband parrotfish,5,0,1,24.92811
205,sand diver,3,0,2,12.9106
205,sharpnose puffer,1,0,5,3.634207
205,slippery dick,2,0,6,7.528017
205,spotfin butterflyfish,2,0,1,7.528017
205,spotted scorpionfish,5,0,1,24.92811
205,stoplight parrotfish,2,0,1,7.528017
205,stoplight parrotfish,3,0,1,12.9106
205,tomtate,1,0,51,3.634207
205,trumpetfish,5,0,1,24.92811
205,white grunt,3,0,4,12.9106
205,yellowhead wrasse,1,0,19,3.634207
205,yellowhead wrasse,3,0,1,12.9106
205,yellowhead wrasse,4,0,2,17.94324
206,cocoa damselfish,2,2,0,7.528017
206,cero,5,1,2,24.92811
206,yellowhead wrasse,2,2,19,7.528017
206,doctorfish,3,2,0,12.9106
206,bucktooth parrotfish,2,2,9,7.528017
206,clown wrasse,1,1,7,3.634207
206,french grunt,2,4,69,7.528017
206,striped parrotfish,1,4,5,3.634207
206,bluehead wrasse,1,20.25,42,3.634207
206,bicolor damselfish,1,27,93,3.634207
206,redband parrotfish,1,4.5,5,3.634207
206,silverside,1,2000,4863,3.634207
206,puddingwife,2,1,0,7.528017
206,yellowtail snapper,3,1,0,12.9106
206,spanish hogfish,1,1,5,3.634207
206,blue tang,2,1,3,7.528017
206,stoplight parrotfish,1,1,1,3.634207
206,ocean surgeonfish,2,1,4,7.528017
206,hogfish,5,1,0,24.92811
206,greenblotch parrotfish,1,1,3,3.634207
206,sharpnose puffer,1,1,4,3.634207
206,gag grouper,6,1,0,47.85287
206,slippery dick,2,1,18,7.528017
206,white grunt,5,1,0,24.92811
206,slender filefish,1,1,0,3.634207
206,rainbow parrotfish,6,1,0,47.85287
206,blue chromis,2,1,0,7.528017
206,trumpetfish,3,1,0,12.9106
206,graysby,2,1,0,7.528017
206,clown wrasse,2,2,11,7.528017
206,bluehead wrasse,2,6.75,14,7.528017
206,redband parrotfish,2,1.5,8,7.528017
206,cero,6,1,13,47.85287
206,balloonfish,3,0,1,12.9106
206,beaugregory,1,0,1,3.634207
206,beaugregory,2,0,3,7.528017
206,bicolor damselfish,2,0,52,7.528017
206,bicolor damselfish,6,0,1,47.85287
206,blue tang,1,0,1,3.634207
206,bluelip parrotfish,1,0,3,3.634207
206,bluelip parrotfish,2,0,1,7.528017
206,bridled goby,1,0,11,3.634207
206,bridled goby,2,0,12,7.528017
206,brown chromis,1,0,1,3.634207
206,brown chromis,2,0,1,7.528017
206,bucktooth parrotfish,1,0,1,3.634207
206,colon goby,1,0,1,3.634207
206,french grunt,1,0,2,3.634207
206,goldspot goby,1,0,2,3.634207
206,goldspot goby,2,0,1,7.528017
206,gray angelfish,5,0,1,24.92811
206,greenblotch parrotfish,2,0,5,7.528017
206,harlequin bass,2,0,3,7.528017
206,lantern bass,2,0,1,7.528017
206,neon goby,1,0,3,3.634207
206,ocean surgeonfish,1,0,2,3.634207
206,redband parrotfish,3,0,1,12.9106
206,redband parrotfish,4,0,1,17.94324
206,reef butterflyfish,1,0,2,3.634207
206,roughhead blenny,1,0,1,3.634207
206,sand diver,2,0,1,7.528017
206,sharpnose puffer,2,0,2,7.528017
206,slippery dick,1,0,5,3.634207
206,slippery dick,3,0,1,12.9106
206,spotted goatfish,2,0,2,7.528017
206,spotted goatfish,3,0,1,12.9106
206,spotted goatfish,4,0,1,17.94324
206,stoplight parrotfish,2,0,1,7.528017
206,striped parrotfish,2,0,4,7.528017
206,tomtate,2,0,13,7.528017
206,white grunt,2,0,1,7.528017
206,yellowhead jawfish,2,0,1,7.528017
206,yellowhead wrasse,1,0,16,3.634207
206,yellowhead wrasse,3,0,2,12.9106
206,yellowhead wrasse,4,0,1,17.94324
207,foureye butterflyfish,2,2,3,7.528017
207,spotfin butterflyfish,4,2,0,17.94324
207,striped parrotfish,2,2,1,7.528017
207,porkfish,5,2,0,24.92811
207,masked goby,1,3,70,3.634207
207,ocean surgeonfish,2,1,0,7.528017
207,blue tang,3,4,1,12.9106
207,bicolor damselfish,1,55.5,120,3.634207
207,bluehead wrasse,1,21,65,3.634207
207,white grunt,3,1,0,12.9106
207,redband parrotfish,1,1,17,3.634207
207,french grunt,2,1,0,7.528017
207,blue chromis,1,1,0,3.634207
207,yellowhead wrasse,1,1,33,3.634207
207,creole wrasse,2,15,0,7.528017
207,white grunt,4,19.25,1,17.94324
207,redband parrotfish,2,1.5,7,7.528017
207,french grunt,3,7,0,12.9106
207,blue chromis,2,6,5,7.528017
207,yellowhead wrasse,2,5,17,7.528017
207,longspine squirrelfish,5,1,7,24.92811
207,clown wrasse,2,1,0,7.528017
207,brown chromis,1,1,0,3.634207
207,bluestriped grunt,5,1,0,24.92811
207,rock beauty,4,1,0,17.94324
207,princess parrotfish,2,1,0,7.528017
207,sharpnose puffer,2,1,1,7.528017
207,spotted goatfish,3,1,1,12.9106
207,graysby,4,1,1,17.94324
207,hogfish,5,1,0,24.92811
207,butter hamlet,2,1,1,7.528017
207,stoplight parrotfish,6,1,0,47.85287
207,redtail parrotfish,5,1,0,24.92811
207,spanish hogfish,5,1,0,24.92811
207,harlequin bass,2,1,3,7.528017
207,greenblotch parrotfish,1,1,10,3.634207
207,trumpetfish,5,1,0,24.92811
207,black grouper,6,1,0,47.85287
207,ocean surgeonfish,3,3,0,12.9106
207,redband parrotfish,3,5,1,12.9106
207,bicolor damselfish,2,18.5,50,7.528017
207,bluehead wrasse,2,6,38,7.528017
207,white grunt,5,6.75,1,24.92811
207,redband parrotfish,4,1.5,5,17.94324
207,creole wrasse,3,5,0,12.9106
207,striped parrotfish,4,1,0,17.94324
207,porkfish,6,1,0,47.85287
207,bluehead wrasse,3,1,0,12.9106
207,redband parrotfish,5,1,1,24.92811
207,french grunt,4,1,0,17.94324
207,beaugregory,2,0,2,7.528017
207,blue chromis,3,0,1,12.9106
207,blue tang,4,0,1,17.94324
207,bridled goby,1,0,27,3.634207
207,bridled goby,2,0,7,7.528017
207,butter hamlet,3,0,1,12.9106
207,clown wrasse,1,0,2,3.634207
207,colon goby,1,0,11,3.634207
207,goldspot goby,1,0,32,3.634207
207,goldspot goby,2,0,1,7.528017
207,greenblotch parrotfish,2,0,1,7.528017
207,harlequin bass,1,0,1,3.634207
207,lantern bass,1,0,1,3.634207
207,longspine squirrelfish,6,0,1,47.85287
207,ocean surgeonfish,4,0,4,17.94324
207,pallid goby,1,0,9,3.634207
207,princess parrotfish,3,0,1,12.9106
207,queen angelfish,4,0,1,17.94324
207,red lizardfish,3,0,1,12.9106
207,reef butterflyfish,2,0,2,7.528017
207,roughhead blenny,1,0,16,3.634207
207,sharpnose puffer,1,0,4,3.634207
207,slippery dick,2,0,1,7.528017
207,spotfin butterflyfish,3,0,4,12.9106
207,stoplight parrotfish,1,0,1,3.634207
207,striped parrotfish,1,0,2,3.634207
207,striped parrotfish,6,0,1,47.85287
207,yellowhead wrasse,3,0,1,12.9106
208,reef butterflyfish,2,2,2,7.528017
208,foureye butterflyfish,2,2,2,7.528017
208,redband parrotfish,4,1,4,17.94324
208,barracuda,6,2,0,47.85287
208,sharpnose puffer,1,3,6,3.634207
208,ocean surgeonfish,2,1,0,7.528017
208,bluehead wrasse,1,12,77,3.634207
208,bicolor damselfish,1,29,35,3.634207
208,yellowhead wrasse,1,5.25,17,3.634207
208,ocean surgeonfish,3,4,4,12.9106
208,blue chromis,2,1,4,7.528017
208,spotted goatfish,3,1,0,12.9106
208,smooth trunkfish,3,1,2,12.9106
208,rock beauty,3,1,0,12.9106
208,blue tang,4,1,1,17.94324
208,striped parrotfish,4,1,0,17.94324
208,harlequin bass,2,1,3,7.528017
208,clown wrasse,3,1,0,12.9106
208,white grunt,4,1,0,17.94324
208,stoplight parrotfish,6,1,0,47.85287
208,greenblotch parrotfish,1,1,1,3.634207
208,butter hamlet,2,1,0,7.528017
208,bluehead wrasse,2,3,21,7.528017
208,yellowhead wrasse,2,0.75,4,7.528017
208,redband parrotfish,5,1,2,24.92811
208,bluehead wrasse,3,1,0,12.9106
208,bicolor damselfish,2,1,29,7.528017
208,yellowhead wrasse,3,1,5,12.9106
208,bridled goby,1,0,5,3.634207
208,bridled goby,2,0,2,7.528017
208,clown wrasse,1,0,1,3.634207
208,colon goby,1,0,2,3.634207
208,french grunt,3,0,1,12.9106
208,goldspot goby,1,0,3,3.634207
208,gray angelfish,5,0,1,24.92811
208,graysby,2,0,1,7.528017
208,graysby,3,0,1,12.9106
208,graysby,4,0,1,17.94324
208,greenblotch parrotfish,2,0,2,7.528017
208,hogfish,5,0,1,24.92811
208,lantern bass,1,0,1,3.634207
208,masked goby,1,0,3,3.634207
208,ocean surgeonfish,4,0,3,17.94324
208,princess parrotfish,3,0,1,12.9106
208,princess parrotfish,4,0,2,17.94324
208,princess parrotfish,5,0,1,24.92811
208,red lizardfish,2,0,1,7.528017
208,redband parrotfish,1,0,13,3.634207
208,redband parrotfish,2,0,5,7.528017
208,roughhead blenny,1,0,22,3.634207
208,sharpnose puffer,2,0,2,7.528017
208,smooth trunkfish,4,0,2,17.94324
208,spotted goatfish,4,0,1,17.94324
208,stoplight parrotfish,5,0,1,24.92811
208,striped parrotfish,5,0,1,24.92811
208,yellowhead wrasse,4,0,3,17.94324
209,harlequin bass,2,2,4,7.528017
209,blue chromis,2,2,8,7.528017
209,blue tang,3,1,2,12.9106
209,spotfin butterflyfish,2,2,0,7.528017
209,slender filefish,1,1,0,3.634207
209,foureye butterflyfish,2,3,5,7.528017
209,yellowhead wrasse,1,3,32,3.634207
209,bicolor damselfish,1,18.75,75,3.634207
209,bluehead wrasse,1,27.75,47,3.634207
209,redband parrotfish,1,10.5,21,3.634207
209,creole wrasse,2,1,0,7.528017
209,brown chromis,1,3,2,3.634207
209,creole wrasse,3,29,0,12.9106
209,ocean surgeonfish,4,1,2,17.94324
209,striped parrotfish,2,1,2,7.528017
209,clown wrasse,2,1,0,7.528017
209,queen parrotfish,6,1,0,47.85287
209,spotted goatfish,3,1,0,12.9106
209,princess parrotfish,3,1,0,12.9106
209,french grunt,4,1,1,17.94324
209,sharpnose puffer,1,1,9,3.634207
209,smooth trunkfish,4,1,1,17.94324
209,barracuda,6,1,0,47.85287
209,butter hamlet,2,1,2,7.528017
209,greenblotch parrotfish,2,1,1,7.528017
209,coney,5,1,0,24.92811
209,rock beauty,2,1,1,7.528017
209,reef butterflyfish,2,1,1,7.528017
209,redtail parrotfish,6,1,0,47.85287
209,yellowhead wrasse,2,6,10,7.528017
209,brown chromis,2,9,0,7.528017
209,yellowhead wrasse,3,3,7,12.9106
209,bicolor damselfish,2,6.25,37,7.528017
209,bluehead wrasse,2,8.25,46,7.528017
209,redband parrotfish,4,2.5,7,17.94324
209,creole wrasse,4,10,0,17.94324
209,blue tang,4,1,1,17.94324
209,slender filefish,2,1,0,7.528017
209,bluehead wrasse,3,1,0,12.9106
209,redband parrotfish,5,1,2,24.92811
209,blue chromis,1,0,2,3.634207
209,bridled goby,1,0,13,3.634207
209,bridled goby,2,0,1,7.528017
209,clown wrasse,1,0,1,3.634207
209,clown wrasse,3,0,2,12.9106
209,colon goby,1,0,12,3.634207
209,foureye butterflyfish,3,0,2,12.9106
209,french grunt,3,0,1,12.9106
209,goldspot goby,1,0,8,3.634207
209,graysby,4,0,1,17.94324
209,greenblotch parrotfish,1,0,10,3.634207
209,lantern bass,2,0,1,7.528017
209,masked goby,1,0,14,3.634207
209,ocean surgeonfish,3,0,3,12.9106
209,pallid goby,1,0,1,3.634207
209,pallid goby,2,0,1,7.528017
209,princess parrotfish,4,0,1,17.94324
209,princess parrotfish,5,0,1,24.92811
209,rainbow wrasse,1,0,1,3.634207
209,redband parrotfish,2,0,4,7.528017
209,redband parrotfish,3,0,3,12.9106
209,roughhead blenny,1,0,18,3.634207
209,spanish hogfish,1,0,2,3.634207
209,spanish hogfish,5,0,1,24.92811
209,stoplight parrotfish,1,0,1,3.634207
209,stoplight parrotfish,4,0,1,17.94324
209,striped parrotfish,1,0,1,3.634207
209,trumpetfish,6,0,1,47.85287
209,yellowhead wrasse,4,0,3,17.94324
210,hogfish,3,1,0,12.9106
210,red grouper,3,1,0,12.9106
210,lionfish,3,1,0,12.9106
210,queen angelfish,1,1,0,3.634207
210,dusky damselfish,1,2,0,3.634207
210,cocoa damselfish,2,2,1,7.528017
210,gray triggerfish,4,1,1,17.94324
210,yellowtail snapper,3,3,0,12.9106
210,redband parrotfish,1,3,0,3.634207
210,sergeant major,2,3,0,7.528017
