session,site,species_order,family,binomial,species,size_bin,size_bin_lengths,predator_presence,habitat,octocoral,stony,relief_cm,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,trophic_position,shape,SVC_date,SVC_area,SVC_max_depth,SVC_density,pred_date,pred_depth,pred_area,pred_density,SVC_pred_difference,total_density,SVCpred_area_dif,log_difference,average_depth,pred_abundance,SVC_pred_abundance
182,KL-P2,Anguilliformes,Muraenidae,Gymnothorax miliaris,goldentail moray,5,22.657,1,Patch,10,65,25,0,benthic,solitary,70,neutral,1,carnivore,anguilliform,2014-09-29,28.27433388,17,0,2014-09-29,15,256.5,0.003898635477582846,-0.003898635477582846,0.003898635477582846,-228.22566612,-1.5889566923728227,16,1,0
182,KL-P2,Perciformes,Epinephelidae,Epinephelus morio,red grouper,5,22.657,1,Patch,10,65,25,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2014-09-29,28.27433388,17,0,2014-09-29,15,256.5,0.007797270955165692,-0.007797270955165692,0.007797270955165692,-228.22566612,-2.174441554656232,16,2,0
182,KL-P2,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,42.62977,1,Patch,10,65,25,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2014-09-29,28.27433388,17,0.070735530268839,2014-09-29,15,256.5,0.011695906432748537,0.05903962383609046,0.08243143670158753,-228.22566612,1.731706552199244,16,3,2
182,KL-P2,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,4,16.60974,1,Patch,10,65,25,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2014-09-29,28.27433388,17,0,2014-09-29,15,256.5,0.003898635477582846,-0.003898635477582846,0.003898635477582846,-228.22566612,-1.5889566923728227,16,1,0
182,KL-P2,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,5,22.657,1,Patch,10,65,25,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2014-09-29,28.27433388,17,0,2014-09-29,15,256.5,0.003898635477582846,-0.003898635477582846,0.003898635477582846,-228.22566612,-1.5889566923728227,16,1,0
182,KL-P2,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Patch,10,65,25,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2014-09-29,28.27433388,17,0,2014-09-29,15,256.5,0.003898635477582846,-0.003898635477582846,0.003898635477582846,-228.22566612,-1.5889566923728227,16,1,0
185,BISC-P12a,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,42.62977,1,Patch,75,5,42.166666666666664,0,demersal,solitary,145,neutral,1,carnivore,fusiform,2015-03-16,28.27433388,14,0,2015-03-16,19,1131,8.841732979664014e-4,-8.841732979664014e-4,8.841732979664014e-4,-1102.72566612,-0.6334891559824962,16.5,1,0
185,BISC-P12a,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,6,42.62977,1,Patch,75,5,42.166666666666664,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2015-03-16,28.27433388,14,0,2015-03-16,19,1131,8.841732979664014e-4,-8.841732979664014e-4,8.841732979664014e-4,-1102.72566612,-0.6334891559824962,16.5,1,0
185,BISC-P12a,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,42.62977,1,Patch,75,5,42.166666666666664,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2015-03-16,28.27433388,14,0,2015-03-16,19,1131,8.841732979664014e-4,-8.841732979664014e-4,8.841732979664014e-4,-1102.72566612,-0.6334891559824962,16.5,1,0
185,BISC-P12a,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Patch,75,5,42.166666666666664,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2015-03-16,28.27433388,14,0,2015-03-16,19,1131,8.841732979664014e-4,-8.841732979664014e-4,8.841732979664014e-4,-1102.72566612,-0.6334891559824962,16.5,1,0
186,BISC-P13a,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Patch,80,5,49.076923076923066,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2015-03-16,78.53981634,26,0,2015-03-16,20,3276,3.0525030525030525e-4,-3.0525030525030525e-4,3.0525030525030525e-4,-3197.46018366,-0.2663948271719754,23,1,0
186,BISC-P13a,Perciformes,Epinephelidae,Epinephelus guttatus,red hind,6,42.62977,1,Patch,80,5,49.076923076923066,0,demersal,solitary,76,neutral,1,invertivore,fusiform,2015-03-16,78.53981634,26,0,2015-03-16,20,3276,3.0525030525030525e-4,-3.0525030525030525e-4,3.0525030525030525e-4,-3197.46018366,-0.2663948271719754,23,1,0
186,BISC-P13a,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Patch,80,5,49.076923076923066,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-16,78.53981634,26,0.01273239544731026,2015-03-16,20,3276,0,0.01273239544731026,0.01273239544731026,-3197.46018366,2.619757672683737,23,0,1
187,BISC-W13,Perciformes,Epinephelidae,Cephalopholis fulva,coney,5,22.657,1,Continuous,40,5,29.5,1,demersal,solitary,41,neutral,1,carnivore,fusiform,2015-03-16,176.7145868,55,0.005658842419905994,2015-03-16,60.5,2000,5e-4,0.005158842419905994,0.006158842419905995,-1823.2854132,1.4904805505123555,57.75,1,1
187,BISC-W13,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,40,5,29.5,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-16,176.7145868,55,0,2015-03-16,60.5,2000,0.0035,-0.0035,0.0035,-1823.2854132,-1.5040773967762737,57.75,7,0
187,BISC-W13,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,40,5,29.5,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-16,176.7145868,55,0.005658842419905994,2015-03-16,60.5,2000,0.001,0.004658842419905994,0.006658842419905994,-1823.2854132,1.2027984780605747,57.75,2,1
187,BISC-W13,Perciformes,Epinephelidae,Rypticus saponaceus,greater soapfish,5,22.657,1,Continuous,40,5,29.5,0,demersal,solitary,35,neutral,1,carnivore,fusiform,2015-03-16,176.7145868,55,0,2015-03-16,60.5,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,57.75,1,0
187,BISC-W13,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,6,42.62977,1,Continuous,40,5,29.5,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2015-03-16,176.7145868,55,0,2015-03-16,60.5,2000,0.002,-0.002,0.002,-1823.2854132,-1.0986122886681091,57.75,4,0
187,BISC-W13,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,42.62977,1,Continuous,40,5,29.5,0,demersal,solitary,94,silvering,0,invertivore,fusiform,2015-03-16,176.7145868,55,0,2015-03-16,60.5,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,57.75,1,0
188,BISC-W60-4b,Perciformes,Epinephelidae,Cephalopholis fulva,coney,4,16.60974,1,Continuous,50,5,27.923076923076923,1,demersal,solitary,41,neutral,1,carnivore,fusiform,2015-03-16,176.7145868,53,0,2015-03-16,55.5,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,54.25,1,0
188,BISC-W60-4b,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,50,5,27.923076923076923,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-16,176.7145868,53,0,2015-03-16,55.5,2000,0.002,-0.002,0.002,-1823.2854132,-1.0986122886681091,54.25,4,0
188,BISC-W60-4b,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,16.60974,1,Continuous,50,5,27.923076923076923,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2015-03-16,176.7145868,53,0,2015-03-16,55.5,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,54.25,1,0
188,BISC-W60-4b,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,22.657,1,Continuous,50,5,27.923076923076923,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2015-03-16,176.7145868,53,0,2015-03-16,55.5,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,54.25,1,0
188,BISC-W60-4b,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,6,42.62977,1,Continuous,50,5,27.923076923076923,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2015-03-16,176.7145868,53,0,2015-03-16,55.5,2000,0.002,-0.002,0.002,-1823.2854132,-1.0986122886681091,54.25,4,0
188,BISC-W60-4b,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Continuous,50,5,27.923076923076923,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2015-03-16,176.7145868,53,0,2015-03-16,55.5,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,54.25,1,0
188,BISC-W60-4b,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,42.62977,1,Continuous,50,5,27.923076923076923,0,demersal,solitary,94,silvering,0,invertivore,fusiform,2015-03-16,176.7145868,53,0.005658842419905994,2015-03-16,55.5,2000,0,0.005658842419905994,0.005658842419905994,-1823.2854132,1.8959456586205201,54.25,0,1
189,KL-W2,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,20,5,30.6,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-17,176.7145868,46,0.005658842419905994,2015-03-17,50.5,2000,0.0025,0.0031588424199059943,0.008158842419905995,-1823.2854132,0.6431826901251521,48.25,5,1
189,KL-W2,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,20,5,30.6,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-17,176.7145868,46,0,2015-03-17,50.5,2000,0.001,-0.001,0.001,-1823.2854132,-0.6931471805599454,48.25,2,0
189,KL-W2,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,42.62977,1,Continuous,20,5,30.6,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-17,176.7145868,46,0,2015-03-17,50.5,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,48.25,1,0
189,KL-W2,Scorpaeniformes,Scorpaenidae,Scorpaena plumieri,spotted scorpionfish,6,42.62977,1,Continuous,20,5,30.6,0,demersal,solitary,50,camouflage,1,carnivore,fusiform,2015-03-17,176.7145868,46,0.005658842419905994,2015-03-17,50.5,2000,0,0.005658842419905994,0.005658842419905994,-1823.2854132,1.8959456586205201,48.25,0,1
190,KL-W7,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Continuous,30,3,52.80769230769231,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2015-03-17,176.7145868,60,0.005658842419905994,2015-03-17,58,2000,0.0015,0.004158842419905995,0.007158842419905994,-1823.2854132,0.979654926746365,59,3,1
190,KL-W7,Perciformes,Epinephelidae,Cephalopholis fulva,coney,6,42.62977,1,Continuous,30,3,52.80769230769231,1,demersal,solitary,41,neutral,1,carnivore,fusiform,2015-03-17,176.7145868,60,0,2015-03-17,58,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,59,1,0
190,KL-W7,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,30,3,52.80769230769231,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-17,176.7145868,60,0,2015-03-17,58,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,59,1,0
190,KL-W7,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,30,3,52.80769230769231,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-17,176.7145868,60,0,2015-03-17,58,2000,0.002,-0.002,0.002,-1823.2854132,-1.0986122886681091,59,4,0
190,KL-W7,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,42.62977,1,Continuous,30,3,52.80769230769231,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-17,176.7145868,60,0,2015-03-17,58,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,59,1,0
190,KL-W7,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,42.62977,1,Continuous,30,3,52.80769230769231,0,demersal,solitary,94,silvering,0,invertivore,fusiform,2015-03-17,176.7145868,60,0.005658842419905994,2015-03-17,58,2000,5e-4,0.005158842419905994,0.006158842419905995,-1823.2854132,1.4904805505123555,59,1,1
190,KL-W7,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,42.62977,1,Continuous,30,3,52.80769230769231,0,demersal,solitary,100,neutral,0,carnivore,fusiform,2015-03-17,176.7145868,60,0,2015-03-17,58,2000,0.001,-0.001,0.001,-1823.2854132,-0.6931471805599454,59,2,0
191,BISC-P14a,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Patch,50,35,20.06896551724138,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2015-03-18,78.53981634,9,0,2015-03-18,12,2940,0.0013605442176870747,-0.0013605442176870747,0.0013605442176870747,-2861.46018366,-0.8588921931681224,10.5,4,0
192,BISC-P15a,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Patch,80,10,55.51219512195122,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2015-03-18,78.53981634,14,0,2015-03-18,7,9240,2.1645021645021645e-4,-2.1645021645021645e-4,2.1645021645021645e-4,-9161.46018366,-0.19593695881195217,10.5,2,0
192,BISC-P15a,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,42.62977,1,Patch,80,10,55.51219512195122,1,demersal,solitary,250,neutral,1,carnivore,anguilliform,2015-03-18,78.53981634,14,0,2015-03-18,7,9240,1.0822510822510823e-4,-1.0822510822510823e-4,1.0822510822510823e-4,-9161.46018366,-0.10275973395776905,10.5,1,0
192,BISC-P15a,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,42.62977,1,Patch,80,10,55.51219512195122,0,demersal,solitary,100,neutral,0,carnivore,fusiform,2015-03-18,78.53981634,14,0,2015-03-18,7,9240,2.1645021645021645e-4,-2.1645021645021645e-4,2.1645021645021645e-4,-9161.46018366,-0.19593695881195217,10.5,2,0
192,BISC-P15a,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Patch,80,10,55.51219512195122,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2015-03-18,78.53981634,14,0,2015-03-18,7,9240,2.1645021645021645e-4,-2.1645021645021645e-4,2.1645021645021645e-4,-9161.46018366,-0.19593695881195217,10.5,2,0
193,BISC-W12,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,40,10,37.80769230769231,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-18,176.7145868,62,0.005658842419905994,2015-03-18,62,2000,0.004,0.0016588424199059943,0.009658842419905994,-1823.2854132,0.2865077461864196,62,8,1
193,BISC-W12,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,40,10,37.80769230769231,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-18,176.7145868,62,0,2015-03-18,62,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,62,1,0
193,BISC-W12,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,42.62977,1,Continuous,40,10,37.80769230769231,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-18,176.7145868,62,0,2015-03-18,62,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,62,1,0
193,BISC-W12,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,42.62977,1,Continuous,40,10,37.80769230769231,1,demersal,solitary,250,neutral,1,carnivore,anguilliform,2015-03-18,176.7145868,62,0,2015-03-18,62,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,62,1,0
193,BISC-W12,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,6,42.62977,1,Continuous,40,10,37.80769230769231,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2015-03-18,176.7145868,62,0,2015-03-18,62,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,62,1,0
193,BISC-W12,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,42.62977,1,Continuous,40,10,37.80769230769231,0,demersal,solitary,94,silvering,0,invertivore,fusiform,2015-03-18,176.7145868,62,0,2015-03-18,62,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,62,1,0
193,BISC-W12,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Continuous,40,10,37.80769230769231,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2015-03-18,176.7145868,62,0,2015-03-18,62,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,62,1,0
194,BISC-W60-11c,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,65,5,25.615384615384617,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-18,176.7145868,57,0.005658842419905994,2015-03-18,58,2000,5e-4,0.005158842419905994,0.006158842419905995,-1823.2854132,1.4904805505123555,57.5,1,1
194,BISC-W60-11c,Perciformes,Epinephelidae,Epinephelus guttatus,red hind,6,42.62977,1,Continuous,65,5,25.615384615384617,0,demersal,solitary,76,neutral,1,invertivore,fusiform,2015-03-18,176.7145868,57,0,2015-03-18,58,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,57.5,1,0
194,BISC-W60-11c,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Continuous,65,5,25.615384615384617,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2015-03-18,176.7145868,57,0,2015-03-18,58,2000,0.0015,-0.0015,0.0015,-1823.2854132,-0.9162907318741551,57.5,3,0
195,BISC-P10a,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Patch,65,10,66.3076923076923,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-19,78.53981634,20,0,2015-03-19,22,2448,4.084967320261438e-4,-4.084967320261438e-4,4.084967320261438e-4,-2369.46018366,-0.3425229881513667,21,1,0
195,BISC-P10a,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Patch,65,10,66.3076923076923,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2015-03-19,78.53981634,20,0,2015-03-19,22,2448,4.084967320261438e-4,-4.084967320261438e-4,4.084967320261438e-4,-2369.46018366,-0.3425229881513667,21,1,0
196,BISC-P11a,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,16.60974,1,Patch,78,5,41.36,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2015-03-19,28.27433388,15,0,2015-03-19,17,2142,4.6685340802987864e-4,-4.6685340802987864e-4,4.6685340802987864e-4,-2113.72566612,-0.3831195678078725,16,1,0
196,BISC-P11a,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,42.62977,1,Patch,78,5,41.36,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2015-03-19,28.27433388,15,0,2015-03-19,17,2142,9.337068160597573e-4,-9.337068160597573e-4,9.337068160597573e-4,-2113.72566612,-0.659438790947835,16,2,0
197,BISC-W30a,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,18,2,36.38461538461539,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-19,176.7145868,27,0.005658842419905994,2015-03-19,35,2000,0.0025,0.0031588424199059943,0.008158842419905995,-1823.2854132,0.6431826901251521,31,5,1
197,BISC-W30a,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,18,2,36.38461538461539,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-19,176.7145868,27,0,2015-03-19,35,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,31,1,0
197,BISC-W30a,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,16.60974,1,Continuous,18,2,36.38461538461539,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2015-03-19,176.7145868,27,0,2015-03-19,35,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,31,1,0
197,BISC-W30a,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,22.657,1,Continuous,18,2,36.38461538461539,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2015-03-19,176.7145868,27,0,2015-03-19,35,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,31,1,0
197,BISC-W30a,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,42.62977,1,Continuous,18,2,36.38461538461539,0,demersal,solitary,100,neutral,0,carnivore,fusiform,2015-03-19,176.7145868,27,0,2015-03-19,35,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,31,1,0
198,BISC-W40-b,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,10,5,58.92307692307693,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-19,176.7145868,55,0,2015-03-19,63,2000,0.002,-0.002,0.002,-1823.2854132,-1.0986122886681091,59,4,0
198,BISC-W40-b,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,10,5,58.92307692307693,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-19,176.7145868,55,0.005658842419905994,2015-03-19,63,2000,0.0045,0.0011588424199059947,0.010158842419905993,-1823.2854132,0.19119756638209484,59,9,1
198,BISC-W40-b,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,42.62977,1,Continuous,10,5,58.92307692307693,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-19,176.7145868,55,0,2015-03-19,63,2000,0.0015,-0.0015,0.0015,-1823.2854132,-0.9162907318741551,59,3,0
198,BISC-W40-b,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,42.62977,1,Continuous,10,5,58.92307692307693,0,demersal,solitary,100,neutral,0,carnivore,fusiform,2015-03-19,176.7145868,55,0,2015-03-19,63,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,59,1,0
198,BISC-W40-b,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,5,22.657,1,Continuous,10,5,58.92307692307693,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2015-03-19,176.7145868,55,0,2015-03-19,63,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,59,1,0
199,BISC-P7a,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,42.62977,1,Patch,60,5,40.05714285714286,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2015-03-20,50.26548246,9,0,2015-03-20,8,2520,3.968253968253968e-4,-3.968253968253968e-4,3.968253968253968e-4,-2469.73451754,-0.3342020880866734,8.5,1,0
200,BISC-P9a,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,42.62977,1,Patch,60,5,48.18181818181818,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2015-03-20,78.53981634,15,0,2015-03-20,19,2709,7.382798080472499e-4,-7.382798080472499e-4,7.382798080472499e-4,-2630.46018366,-0.5528960081584593,17,2,0
201,BISC-W60-2b,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,20,5,49.88461538461539,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-20,176.7145868,56,0.005658842419905994,2015-03-20,60,2000,0.0015,0.004158842419905995,0.007158842419905994,-1823.2854132,0.979654926746365,58,3,1
201,BISC-W60-2b,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,20,5,49.88461538461539,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-20,176.7145868,56,0,2015-03-20,60,2000,0.0015,-0.0015,0.0015,-1823.2854132,-0.9162907318741551,58,3,0
201,BISC-W60-2b,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,42.62977,1,Continuous,20,5,49.88461538461539,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-20,176.7145868,56,0,2015-03-20,60,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,58,1,0
201,BISC-W60-2b,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,22.657,1,Continuous,20,5,49.88461538461539,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2015-03-20,176.7145868,56,0,2015-03-20,60,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,58,1,0
201,BISC-W60-2b,Anguilliformes,Muraenidae,Gymnothorax vicinus,purplemouth moray,6,42.62977,1,Continuous,20,5,49.88461538461539,0,demersal,solitary,122,neutral,1,carnivore,anguilliform,2015-03-20,176.7145868,56,0,2015-03-20,60,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,58,1,0
202,BISC-W60-6d,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Continuous,40,5,27.58974358974359,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2015-03-20,176.7145868,55,0,2015-03-20,58.5,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,56.75,1,0
202,BISC-W60-6d,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,40,5,27.58974358974359,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-20,176.7145868,55,0.005658842419905994,2015-03-20,58.5,2000,0.001,0.004658842419905994,0.006658842419905994,-1823.2854132,1.2027984780605747,56.75,2,1
202,BISC-W60-6d,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,40,5,27.58974358974359,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-20,176.7145868,55,0,2015-03-20,58.5,2000,0.003,-0.003,0.003,-1823.2854132,-1.3862943611198908,56.75,6,0
202,BISC-W60-6d,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,42.62977,1,Continuous,40,5,27.58974358974359,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2015-03-20,176.7145868,55,0,2015-03-20,58.5,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,56.75,1,0
202,BISC-W60-6d,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,42.62977,1,Continuous,40,5,27.58974358974359,1,demersal,solitary,250,neutral,1,carnivore,anguilliform,2015-03-20,176.7145868,55,0,2015-03-20,58.5,2000,5e-4,-5e-4,5e-4,-1823.2854132,-0.4054651081081646,56.75,1,0
203,FKSP1,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Patch,0,10,64.8,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2015-03-22,28.27433388,11,0,2015-03-22,14,648,0.0030864197530864196,-0.0030864197530864196,0.0030864197530864196,-619.72566612,-1.4076692207046237,12.5,2,0
203,FKSP1,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,42.62977,1,Patch,0,10,64.8,0,demersal,solitary,100,neutral,0,carnivore,fusiform,2015-03-22,28.27433388,11,0,2015-03-22,14,648,0.0015432098765432098,-0.0015432098765432098,0.0015432098765432098,-619.72566612,-0.9334270141171421,12.5,1,0
